Table,Abbreviation,Description,Column,Normal title,Type,Link expression,TableName____ColumnName____Columndescription
PAYMENTH,PYH,Payment header,PABFLG,Accepted,M,,PAYMENTH___PABFLG___Accepted
PAYMENTH,PYH,Payment header,PABREN,Non accepted reason,ADI,[ADI]CODE=305;PABREN,PAYMENTH___PABREN___Non accepted reason
PAYMENTH,PYH,Payment header,PAM,Payment method,TAM,[TAM]TAM0=PAM;[V]GSUPCLE,PAYMENTH___PAM___Payment method
PAYMENTH,PYH,Payment header,PAYAPPDAT,Approval date,ADATIM,,PAYMENTH___PAYAPPDAT___Approval date
PAYMENTH,PYH,Payment header,PAYAPPFLG,Approved,M,,PAYMENTH___PAYAPPFLG___Approved
PAYMENTH,PYH,Payment header,PAYAPPUSR,Approver,AUS,[AUS]CODUSR=[PYH]PAYAPPUSR,PAYMENTH___PAYAPPUSR___Approver
PAYMENTH,PYH,Payment header,PAYLOT,Batch code,VCR,,PAYMENTH___PAYLOT___Batch code
PAYMENTH,PYH,Payment header,PAYLOTLIG,Batch line,C,,PAYMENTH___PAYLOTLIG___Batch line
PAYMENTH,PYH,Payment header,PAYNUMEND,Endorsed payment,A,,PAYMENTH___PAYNUMEND___Endorsed payment
PAYMENTH,PYH,Payment header,PAYTYP,Transaction,TPY,[TPY]TPY0=PAYTYP;[V]GSUPCLE,PAYMENTH___PAYTYP___Transaction
PAYMENTH,PYH,Payment header,PER,Period,C,,PAYMENTH___PER___Period
PAYMENTH,PYH,Payment header,POSCOD,Postal code,POS,,PAYMENTH___POSCOD___Postal code
PAYMENTH,PYH,Payment header,PST,Posted,C,,PAYMENTH___PST___Posted
PAYMENTH,PYH,Payment header,PURTYP,Purchase type,M,,PAYMENTH___PURTYP___Purchase type
PAYMENTH,PYH,Payment header,REF,Reference,REF,,PAYMENTH___REF___Reference
PAYMENTH,PYH,Payment header,REGLP,Bank/Cash line no.,C,,PAYMENTH___REGLP___Bank/Cash line no.
PAYMENTH,PYH,Payment header,REGNUM,Bank/Cash reg. no.,A,,PAYMENTH___REGNUM___Bank/Cash reg. no.
PAYMENTH,PYH,Payment header,RENNOTPAY,Late payment reason,ADI,[ADI]CODE=310;RENNOTPAY,PAYMENTH___RENNOTPAY___Late payment reason
PAYMENTH,PYH,Payment header,SAT,County,SAT,,PAYMENTH___SAT___County
PAYMENTH,PYH,Payment header,SENBPR,Sender,A,,PAYMENTH___SENBPR___Sender
PAYMENTH,PYH,Payment header,SENCRN,Site tax ID no.,A,,PAYMENTH___SENCRN___Site tax ID no.
PAYMENTH,PYH,Payment header,SENORI,Initial issuer,A,,PAYMENTH___SENORI___Initial issuer
PAYMENTH,PYH,Payment header,SNS,Sign,M,,PAYMENTH___SNS___Sign
PAYMENTH,PYH,Payment header,STA,Status,M,,PAYMENTH___STA___Status
PAYMENTH,PYH,Payment header,STAFLG,Status flags,M,,PAYMENTH___STAFLG___Status flags
PAYMENTH,PYH,Payment header,SUP1,Extra field 1,A,,PAYMENTH___SUP1___Extra field 1
PAYMENTH,PYH,Payment header,SUP2,Extra field 2,A,,PAYMENTH___SUP2___Extra field 2
PAYMENTH,PYH,Payment header,SUP3,Extra field 3,A,,PAYMENTH___SUP3___Extra field 3
PAYMENTH,PYH,Payment header,SWIIPI,IPI code,A,,PAYMENTH___SWIIPI___IPI code
PAYMENTH,PYH,Payment header,SWISUP1,Instruction key EZAG,M,,PAYMENTH___SWISUP1___Instruction key EZAG
PAYMENTH,PYH,Payment header,SWISUP2,Instruction key DTA,M,,PAYMENTH___SWISUP2___Instruction key DTA
PAYMENTH,PYH,Payment header,SWISUP3,Bank charge bearer,M,,PAYMENTH___SWISUP3___Bank charge bearer
PAYMENTH,PYH,Payment header,TFBDAT,Bank file,D,,PAYMENTH___TFBDAT___Bank file
PAYMENTH,PYH,Payment header,TFBFIL,Bank file,A,,PAYMENTH___TFBFIL___Bank file
PAYMENTH,PYH,Payment header,UMRNUM,Mandate reference,MDT,[MDT]MDT0=CPY;UMRNUM,PAYMENTH___UMRNUM___Mandate reference
PAYMENTH,PYH,Payment header,UMRSEQ,Sequence,A,,PAYMENTH___UMRSEQ___Sequence
PAYMENTH,PYH,Payment header,UPDDAT,Change date,D,,PAYMENTH___UPDDAT___Change date
PAYMENTH,PYH,Payment header,UPDDATTIM,Date time,ADATIM,,PAYMENTH___UPDDATTIM___Date time
PAYMENTH,PYH,Payment header,UPDUSR,Change user,A,,PAYMENTH___UPDUSR___Change user
PAYMENTH,PYH,Payment header,VALDAT,Value date,D,,PAYMENTH___VALDAT___Value date
PAYMENTH,PYH,Payment header,VATSTA,Status,M,,PAYMENTH___VATSTA___Status
PAYMENTPORD,PYPTD,Payment lines,ACC,General accounts,GAC,[GAC]GAC0=COA(indice);ACC(indice),PAYMENTPORD___ACC___General accounts
PAYMENTPORD,PYPTD,Payment lines,ACCSNS,Accounting sign,M,,PAYMENTPORD___ACCSNS___Accounting sign
PAYMENTPORD,PYPTD,Payment lines,ACCTYP,Account structure,M,,PAYMENTPORD___ACCTYP___Account structure
PAYMENTPORD,PYPTD,Payment lines,AMTBANFRC,Bank amount,MD1,,PAYMENTPORD___AMTBANFRC___Bank amount
PAYMENTPORD,PYPTD,Payment lines,AMTBANFRC1,Bank amount,MD1,,PAYMENTPORD___AMTBANFRC1___Bank amount
PAYMENTPORD,PYPTD,Payment lines,AMTBANFRC2,Bank amount,MD1,,PAYMENTPORD___AMTBANFRC2___Bank amount
PAYMENTPORD,PYPTD,Payment lines,AMTLIN,Amount,MD1,,PAYMENTPORD___AMTLIN___Amount
PAYMENTPORD,PYPTD,Payment lines,AMTLIN2,Allocated amount,MD1,,PAYMENTPORD___AMTLIN2___Allocated amount
PAYMENTPORD,PYPTD,Payment lines,AUUID,Single identifier,AUUID,,PAYMENTPORD___AUUID___Single identifier
PAYMENTPORD,PYPTD,Payment lines,BPRINV,Bill-to/Order BP,BPR,[BPR]BPR0=[PYPTD]BPRINV,PAYMENTPORD___BPRINV___Bill-to/Order BP
PAYMENTPORD,PYPTD,Payment lines,BPRLIN,BPs,BPR,[BPR]BPR0=[PYPTD]BPRLIN,PAYMENTPORD___BPRLIN___BPs
PAYMENTPORD,PYPTD,Payment lines,BPRSACINV,Inv. BP ctrl. account,SAC,,PAYMENTPORD___BPRSACINV___Inv. BP ctrl. account
PAYMENTPORD,PYPTD,Payment lines,COA,Chart code,COA,[COA]COA0=[PYPTD]COA,PAYMENTPORD___COA___Chart code
PAYMENTPORD,PYPTD,Payment lines,CREDATTIM,Date time,ADATIM,,PAYMENTPORD___CREDATTIM___Date time
PAYMENTPORD,PYPTD,Payment lines,CREDATTIM1,Date time,ADATIM,,PAYMENTPORD___CREDATTIM1___Date time
PAYMENTPORD,PYPTD,Payment lines,CREUSR,User,AUS,[AUS]CODUSR=[PYPTD]CREUSR,PAYMENTPORD___CREUSR___User
PAYMENTPORD,PYPTD,Payment lines,CREUSR1,User,AUS,[AUS]CODUSR=[PYPTD]CREUSR1,PAYMENTPORD___CREUSR1___User
PAYMENTPORD,PYPTD,Payment lines,CURLIN,Currency,CUR,[TCU]TCU0=[PYPTD]CURLIN,PAYMENTPORD___CURLIN___Currency
PAYMENTPORD,PYPTD,Payment lines,DENCOD,Destination,CDA,[CDA]CDA0=DENCOD;[V]GSUPCLE,PAYMENTPORD___DENCOD___Destination
PAYMENTPORD,PYPTD,Payment lines,DESLIN,Description,DES,,PAYMENTPORD___DESLIN___Description
PAYMENTPORD,PYPTD,Payment lines,DSP,Distribution,DSP,[DSP]DSP0=DSP;1,PAYMENTPORD___DSP___Distribution
PAYMENTPORD,PYPTD,Payment lines,DUDLIG,Due date number,C,,PAYMENTPORD___DUDLIG___Due date number
PAYMENTPORD,PYPTD,Payment lines,DUDNUM,Internal number,UNQ,,PAYMENTPORD___DUDNUM___Internal number
PAYMENTPORD,PYPTD,Payment lines,EARDISFLG,Settlement discount,M,,PAYMENTPORD___EARDISFLG___Settlement discount
PAYMENTPORD,PYPTD,Payment lines,FCYLIN,Site,FCY,[FCY]FCY0=[PYPTD]FCYLIN,PAYMENTPORD___FCYLIN___Site
PAYMENTPORD,PYPTD,Payment lines,IPTTYP,Internal type,M,,PAYMENTPORD___IPTTYP___Internal type
PAYMENTPORD,PYPTD,Payment lines,LED,Ledger,LED,[LED]LED0=[PYPTD]LED,PAYMENTPORD___LED___Ledger
PAYMENTPORD,PYPTD,Payment lines,LIN,Line,C,,PAYMENTPORD___LIN___Line
PAYMENTPORD,PYPTD,Payment lines,NUM,Number,VCR,,PAYMENTPORD___NUM___Number
PAYMENTPORD,PYPTD,Payment lines,NUMDEP,Disc./charge invoice,A,,PAYMENTPORD___NUMDEP___Disc./charge invoice
PAYMENTPORD,PYPTD,Payment lines,PAYCURLIN,Amount,MD1,,PAYMENTPORD___PAYCURLIN___Amount
PAYMENTPORD,PYPTD,Payment lines,PAYLOCLIN,Amount,MD1,,PAYMENTPORD___PAYLOCLIN___Amount
PAYMENTPORD,PYPTD,Payment lines,QTYLIN,Quantity,QTY,,PAYMENTPORD___QTYLIN___Quantity
PAYMENTPORD,PYPTD,Payment lines,RITAMT,Retained amount,MD1,,PAYMENTPORD___RITAMT___Retained amount
PAYMENTPORD,PYPTD,Payment lines,RITAMT2,Allocated withholdings,MD1,,PAYMENTPORD___RITAMT2___Allocated withholdings
PAYMENTPORD,PYPTD,Payment lines,SACLIN,Control,SAC,,PAYMENTPORD___SACLIN___Control
PAYMENTPORD,PYPTD,Payment lines,UPDDATTIM,Date time,ADATIM,,PAYMENTPORD___UPDDATTIM___Date time
PAYMENTPORD,PYPTD,Payment lines,UPDDATTIM1,Date time,ADATIM,,PAYMENTPORD___UPDDATTIM1___Date time
PAYMENTPORD,PYPTD,Payment lines,UPDUSR,User,AUS,[AUS]CODUSR=[PYPTD]UPDUSR,PAYMENTPORD___UPDUSR___User
PAYMENTPORD,PYPTD,Payment lines,UPDUSR1,User,AUS,[AUS]CODUSR=[PYPTD]UPDUSR1,PAYMENTPORD___UPDUSR1___User
PAYMENTPORD,PYPTD,Payment lines,VATLIN,VAT code,VAT,[TVT]TVT0=VATLIN;[V]GSUPCLE,PAYMENTPORD___VATLIN___VAT code
PAYMENTPORD,PYPTD,Payment lines,VCRNUM,Entry,VCR,,PAYMENTPORD___VCRNUM___Entry
PAYMENTPORD,PYPTD,Payment lines,VCRTYP,Entry type,GTE,[GTE]GTE0=VCRTYP;[V]GSUPCLE,PAYMENTPORD___VCRTYP___Entry type
PAYMENTPORH,PYPTH,Payment header,ACC,Account,GAC,[GAC]GAC0=COA;ACC,PAYMENTPORH___ACC___Account
PAYMENTPORH,PYPTH,Payment header,ACCDAT,Accounting date,D,,PAYMENTPORH___ACCDAT___Accounting date
PAYMENTPORH,PYPTH,Payment header,ACCNUMTRE,Internal number,UNQ,,PAYMENTPORH___ACCNUMTRE___Internal number
PAYMENTPORH,PYPTH,Payment header,ACS,Access code,ACS,[ACS]ACS0=[PYPTH]ACS,PAYMENTPORH___ACS___Access code
PAYMENTPORH,PYPTH,Payment header,AMTBAN,Bank amount,MD1,,PAYMENTPORH___AMTBAN___Bank amount
PAYMENTPORH,PYPTH,Payment header,AMTCUR,Amount,MD1,,PAYMENTPORH___AMTCUR___Amount
PAYMENTPORH,PYPTH,Payment header,AMTNYTBIL,Note P/R amount,MD1,,PAYMENTPORH___AMTNYTBIL___Note P/R amount
PAYMENTPORH,PYPTH,Payment header,AUUID,Single identifier,AUUID,,PAYMENTPORH___AUUID___Single identifier
PAYMENTPORH,PYPTH,Payment header,BAN,Bank,BAN,[BAN]BAN0=[PYPTH]BAN,PAYMENTPORH___BAN___Bank
PAYMENTPORH,PYPTH,Payment header,BANDAT,Bank date,D,,PAYMENTPORH___BANDAT___Bank date
PAYMENTPORH,PYPTH,Payment header,BANPAYTPY,Bank amount,MD1,,PAYMENTPORH___BANPAYTPY___Bank amount
PAYMENTPORH,PYPTH,Payment header,BDFECOCOD,Economic reason,PBDECO,[PBDECO]PBDECO0=[PYPTH]BDFECOCOD,PAYMENTPORH___BDFECOCOD___Economic reason
PAYMENTPORH,PYPTH,Payment header,BDFMVTCOD,BDF movement code,ADI,[ADI]CODE=307;BDFMVTCOD,PAYMENTPORH___BDFMVTCOD___BDF movement code
PAYMENTPORH,PYPTH,Payment header,BDFPAYCOD,BDF payment code,ADI,[ADI]CODE=308;BDFPAYCOD,PAYMENTPORH___BDFPAYCOD___BDF payment code
PAYMENTPORH,PYPTH,Payment header,BICCOD,BIC code,A,,PAYMENTPORH___BICCOD___BIC code
PAYMENTPORH,PYPTH,Payment header,BID,Bank account number,BID,,PAYMENTPORH___BID___Bank account number
PAYMENTPORH,PYPTH,Payment header,BIDCRY,Bank acct. country,CRY,[TCY]TCY0=[PYPTH]BIDCRY,PAYMENTPORH___BIDCRY___Bank acct. country
PAYMENTPORH,PYPTH,Payment header,BILDAT,Date created,D,,PAYMENTPORH___BILDAT___Date created
PAYMENTPORH,PYPTH,Payment header,BILVCR,Draft no.,VCR,,PAYMENTPORH___BILVCR___Draft no.
PAYMENTPORH,PYPTH,Payment header,BPAADDLIG,Address line,A,,PAYMENTPORH___BPAADDLIG___Address line
PAYMENTPORH,PYPTH,Payment header,BPAINV,Address,ADR,,PAYMENTPORH___BPAINV___Address
PAYMENTPORH,PYPTH,Payment header,BPANAM,Company name,NAM,,PAYMENTPORH___BPANAM___Company name
PAYMENTPORH,PYPTH,Payment header,BPR,BP,BPR,[BPR]BPR0=[PYPTH]BPR,PAYMENTPORH___BPR___BP
PAYMENTPORH,PYPTH,Payment header,BPRREF,Drawee reference,A,,PAYMENTPORH___BPRREF___Drawee reference
PAYMENTPORH,PYPTH,Payment header,BPRSAC,Control,SAC,,PAYMENTPORH___BPRSAC___Control
PAYMENTPORH,PYPTH,Payment header,BPRTYP,BP type,M,,PAYMENTPORH___BPRTYP___BP type
PAYMENTPORH,PYPTH,Payment header,BSITRS,Bank statement,A,,PAYMENTPORH___BSITRS___Bank statement
PAYMENTPORH,PYPTH,Payment header,CASHVATNUM,Communication number,A,,PAYMENTPORH___CASHVATNUM___Communication number
PAYMENTPORH,PYPTH,Payment header,CHQBAN,Pay-by branch,A,,PAYMENTPORH___CHQBAN___Pay-by branch
PAYMENTPORH,PYPTH,Payment header,CHQNUM,Check number,A,,PAYMENTPORH___CHQNUM___Check number
PAYMENTPORH,PYPTH,Payment header,CHQTYP,Check type,M,,PAYMENTPORH___CHQTYP___Check type
PAYMENTPORH,PYPTH,Payment header,COA,Chart code,COA,[COA]COA0=[PYPTH]COA,PAYMENTPORH___COA___Chart code
PAYMENTPORH,PYPTH,Payment header,COMDAT,Communication date,D,,PAYMENTPORH___COMDAT___Communication date
PAYMENTPORH,PYPTH,Payment header,CPY,Company,CPY,[CPY]CPY0=[PYPTH]CPY,PAYMENTPORH___CPY___Company
PAYMENTPORH,PYPTH,Payment header,CRDAUZ,Authorization number,A,,PAYMENTPORH___CRDAUZ___Authorization number
PAYMENTPORH,PYPTH,Payment header,CRDEXYDAT,Validity date,D,,PAYMENTPORH___CRDEXYDAT___Validity date
PAYMENTPORH,PYPTH,Payment header,CRDNUM,Bank card number,A,,PAYMENTPORH___CRDNUM___Bank card number
PAYMENTPORH,PYPTH,Payment header,CRDTYP,Card type,ADI,[ADI]CODE=314;CRDTYP,PAYMENTPORH___CRDTYP___Card type
PAYMENTPORH,PYPTH,Payment header,CREDAT,Date created,D,,PAYMENTPORH___CREDAT___Date created
PAYMENTPORH,PYPTH,Payment header,CREDATTIM,Date time,ADATIM,,PAYMENTPORH___CREDATTIM___Date time
PAYMENTPORH,PYPTH,Payment header,CREDATTIM1,Date time,ADATIM,,PAYMENTPORH___CREDATTIM1___Date time
PAYMENTPORH,PYPTH,Payment header,CREUSR,Creation user,A,,PAYMENTPORH___CREUSR___Creation user
PAYMENTPORH,PYPTH,Payment header,CREUSR1,User,AUS,[AUS]CODUSR=[PYPTH]CREUSR1,PAYMENTPORH___CREUSR1___User
PAYMENTPORH,PYPTH,Payment header,CRY,Country,CRY,[TCY]TCY0=[PYPTH]CRY,PAYMENTPORH___CRY___Country
PAYMENTPORH,PYPTH,Payment header,CRYNAM,Country name,A,,PAYMENTPORH___CRYNAM___Country name
PAYMENTPORH,PYPTH,Payment header,CSHVATRGM,Tax rule,M,,PAYMENTPORH___CSHVATRGM___Tax rule
PAYMENTPORH,PYPTH,Payment header,CTY,City,A,,PAYMENTPORH___CTY___City
PAYMENTPORH,PYPTH,Payment header,CUR,Currency,CUR,[TCU]TCU0=[PYPTH]CUR,PAYMENTPORH___CUR___Currency
PAYMENTPORH,PYPTH,Payment header,CURRAT,Currency rate,MD5,,PAYMENTPORH___CURRAT___Currency rate
PAYMENTPORH,PYPTH,Payment header,DES,Description,DES,,PAYMENTPORH___DES___Description
PAYMENTPORH,PYPTH,Payment header,DUDDAT,Due date,D,,PAYMENTPORH___DUDDAT___Due date
PAYMENTPORH,PYPTH,Payment header,EDTNUM,Query no.,L,,PAYMENTPORH___EDTNUM___Query no.
PAYMENTPORH,PYPTH,Payment header,EPANATPAY,Payment nature,ADI,[ADI]CODE=313;EPANATPAY,PAYMENTPORH___EPANATPAY___Payment nature
PAYMENTPORH,PYPTH,Payment header,EPARENPAY,Payment reason,A,,PAYMENTPORH___EPARENPAY___Payment reason
PAYMENTPORH,PYPTH,Payment header,EXPNUM,Export number,L,,PAYMENTPORH___EXPNUM___Export number
PAYMENTPORH,PYPTH,Payment header,FCY,Site,FCY,[FCY]FCY0=[PYPTH]FCY,PAYMENTPORH___FCY___Site
PAYMENTPORH,PYPTH,Payment header,FIY,Fiscal year,C,,PAYMENTPORH___FIY___Fiscal year
PAYMENTPORH,PYPTH,Payment header,FLGEND,Endorsed flag,C,,PAYMENTPORH___FLGEND___Endorsed flag
PAYMENTPORH,PYPTH,Payment header,FRMDAT,Slip date,D,,PAYMENTPORH___FRMDAT___Slip date
PAYMENTPORH,PYPTH,Payment header,FRMFCY,Note site,FCY,[FCY]FCY0=[PYPTH]FRMFCY,PAYMENTPORH___FRMFCY___Note site
PAYMENTPORH,PYPTH,Payment header,FRMFLG,Slip type,M,,PAYMENTPORH___FRMFLG___Slip type
PAYMENTPORH,PYPTH,Payment header,FRMLIN,Summary line,C,,PAYMENTPORH___FRMLIN___Summary line
PAYMENTPORH,PYPTH,Payment header,FRMNUM,Slip no.,VCR,,PAYMENTPORH___FRMNUM___Slip no.
PAYMENTPORH,PYPTH,Payment header,FRMREF,Remittance reference,REF,,PAYMENTPORH___FRMREF___Remittance reference
PAYMENTPORH,PYPTH,Payment header,FRMTYP,Discount type,M,,PAYMENTPORH___FRMTYP___Discount type
PAYMENTPORH,PYPTH,Payment header,FRMUSR,Note user,A,,PAYMENTPORH___FRMUSR___Note user
PAYMENTPORH,PYPTH,Payment header,MIDBICCOD,Intermediary bank BIC code,A,,PAYMENTPORH___MIDBICCOD___Intermediary bank BIC code
PAYMENTPORH,PYPTH,Payment header,MIDCRY,Intermediary bank country,CRY,[TCY]TCY0=[PYPTH]MIDCRY,PAYMENTPORH___MIDCRY___Intermediary bank country
PAYMENTPORH,PYPTH,Payment header,MIDPAB1,Intermediary bank name,A,,PAYMENTPORH___MIDPAB1___Intermediary bank name
PAYMENTPORH,PYPTH,Payment header,MIDPAB2,Intermediary bank address 1,A,,PAYMENTPORH___MIDPAB2___Intermediary bank address 1
PAYMENTPORH,PYPTH,Payment header,MIDPAB3,Intermediary bank address 2,A,,PAYMENTPORH___MIDPAB3___Intermediary bank address 2
PAYMENTPORH,PYPTH,Payment header,MIDPAB4,Intermediary bank address 3,A,,PAYMENTPORH___MIDPAB4___Intermediary bank address 3
PAYMENTPORH,PYPTH,Payment header,NUM,Payment no.,VCR,,PAYMENTPORH___NUM___Payment no.
PAYMENTPORH,PYPTH,Payment header,NUMORD,Payment order,A,,PAYMENTPORH___NUMORD___Payment order
PAYMENTPORH,PYPTH,Payment header,ORIDAT,Source date,D,,PAYMENTPORH___ORIDAT___Source date
PAYMENTPORH,PYPTH,Payment header,PAB1,Paying bank 1,A,,PAYMENTPORH___PAB1___Paying bank 1
PAYMENTPORH,PYPTH,Payment header,PAB2,Paying bank 2,A,,PAYMENTPORH___PAB2___Paying bank 2
PAYMENTPORH,PYPTH,Payment header,PAB3,Paying bank 3,A,,PAYMENTPORH___PAB3___Paying bank 3
PAYMENTPORH,PYPTH,Payment header,PAB4,Paying bank 4,A,,PAYMENTPORH___PAB4___Paying bank 4
PAYMENTPORH,PYPTH,Payment header,PABAMTPRT,Partial amount,MD1,,PAYMENTPORH___PABAMTPRT___Partial amount
PAYMENTPORH,PYPTH,Payment header,PABFLG,Accepted,M,,PAYMENTPORH___PABFLG___Accepted
PAYMENTPORH,PYPTH,Payment header,PABREN,Non accepted reason,ADI,[ADI]CODE=305;PABREN,PAYMENTPORH___PABREN___Non accepted reason
PAYMENTPORH,PYPTH,Payment header,PAM,Payment method,TAM,[TAM]TAM0=PAM;[V]GSUPCLE,PAYMENTPORH___PAM___Payment method
PAYMENTPORH,PYPTH,Payment header,PAYLOT,Batch code,VCR,,PAYMENTPORH___PAYLOT___Batch code
PAYMENTPORH,PYPTH,Payment header,PAYLOTLIG,Batch line,C,,PAYMENTPORH___PAYLOTLIG___Batch line
PAYMENTPORH,PYPTH,Payment header,PAYNUMEND,Endorsed payment,A,,PAYMENTPORH___PAYNUMEND___Endorsed payment
PAYMENTPORH,PYPTH,Payment header,PAYTYP,Transaction,TPY,[TPY]TPY0=PAYTYP;[V]GSUPCLE,PAYMENTPORH___PAYTYP___Transaction
PAYMENTPORH,PYPTH,Payment header,PER,Period,C,,PAYMENTPORH___PER___Period
PAYMENTPORH,PYPTH,Payment header,POSCOD,Postal code,POS,,PAYMENTPORH___POSCOD___Postal code
PAYMENTPORH,PYPTH,Payment header,PST,Posted,C,,PAYMENTPORH___PST___Posted
PAYMENTPORH,PYPTH,Payment header,PURTYP,Purchase type,M,,PAYMENTPORH___PURTYP___Purchase type
PAYMENTPORH,PYPTH,Payment header,REF,Reference,REF,,PAYMENTPORH___REF___Reference
PAYMENTPORH,PYPTH,Payment header,REGLP,Bank/Cash line no.,C,,PAYMENTPORH___REGLP___Bank/Cash line no.
PAYMENTPORH,PYPTH,Payment header,REGNUM,Bank/Cash reg. no.,A,,PAYMENTPORH___REGNUM___Bank/Cash reg. no.
PAYMENTPORH,PYPTH,Payment header,RENNOTPAY,Late payment reason,ADI,[ADI]CODE=310;RENNOTPAY,PAYMENTPORH___RENNOTPAY___Late payment reason
PAYMENTPORH,PYPTH,Payment header,SAT,County,SAT,,PAYMENTPORH___SAT___County
PAYMENTPORH,PYPTH,Payment header,SENBPR,Sender,A,,PAYMENTPORH___SENBPR___Sender
PAYMENTPORH,PYPTH,Payment header,SENCRN,Site tax ID no.,A,,PAYMENTPORH___SENCRN___Site tax ID no.
PAYMENTPORH,PYPTH,Payment header,SENORI,Initial issuer,A,,PAYMENTPORH___SENORI___Initial issuer
PAYMENTPORH,PYPTH,Payment header,SNS,Sign,M,,PAYMENTPORH___SNS___Sign
PAYMENTPORH,PYPTH,Payment header,STA,Status,M,,PAYMENTPORH___STA___Status
PAYMENTPORH,PYPTH,Payment header,STAFLG,Status flags,M,,PAYMENTPORH___STAFLG___Status flags
PAYMENTPORH,PYPTH,Payment header,SUP1,Extra field 1,A,,PAYMENTPORH___SUP1___Extra field 1
PAYMENTPORH,PYPTH,Payment header,SUP2,Extra field 2,A,,PAYMENTPORH___SUP2___Extra field 2
PAYMENTPORH,PYPTH,Payment header,SUP3,Extra field 3,A,,PAYMENTPORH___SUP3___Extra field 3
PAYMENTPORH,PYPTH,Payment header,SWIIPI,IPI code,A,,PAYMENTPORH___SWIIPI___IPI code
PAYMENTPORH,PYPTH,Payment header,SWISUP1,Instruction key EZAG,M,,PAYMENTPORH___SWISUP1___Instruction key EZAG
PAYMENTPORH,PYPTH,Payment header,SWISUP2,Instruction key DTA,M,,PAYMENTPORH___SWISUP2___Instruction key DTA
PAYMENTPORH,PYPTH,Payment header,SWISUP3,Bank charge bearer,M,,PAYMENTPORH___SWISUP3___Bank charge bearer
PAYMENTPORH,PYPTH,Payment header,TFBDAT,Bank file,D,,PAYMENTPORH___TFBDAT___Bank file
PAYMENTPORH,PYPTH,Payment header,TFBFIL,Bank file,A,,PAYMENTPORH___TFBFIL___Bank file
PAYMENTPORH,PYPTH,Payment header,UMRNUM,Mandate reference,MDT,[MDT]MDT0=CPY;UMRNUM,PAYMENTPORH___UMRNUM___Mandate reference
PAYMENTPORH,PYPTH,Payment header,UMRSEQ,Sequence,A,,PAYMENTPORH___UMRSEQ___Sequence
PAYMENTPORH,PYPTH,Payment header,UPDDAT,Change date,D,,PAYMENTPORH___UPDDAT___Change date
PAYMENTPORH,PYPTH,Payment header,UPDDATTIM,Date time,ADATIM,,PAYMENTPORH___UPDDATTIM___Date time
PAYMENTPORH,PYPTH,Payment header,UPDDATTIM1,Date time,ADATIM,,PAYMENTPORH___UPDDATTIM1___Date time
PAYMENTPORH,PYPTH,Payment header,UPDUSR,Change user,A,,PAYMENTPORH___UPDUSR___Change user
PAYMENTPORH,PYPTH,Payment header,UPDUSR1,User,AUS,[AUS]CODUSR=[PYPTH]UPDUSR1,PAYMENTPORH___UPDUSR1___User
PAYMENTPORH,PYPTH,Payment header,VALDAT,Value date,D,,PAYMENTPORH___VALDAT___Value date
PAYMENTPORH,PYPTH,Payment header,VATSTA,Status,M,,PAYMENTPORH___VATSTA___Status
PAYMTCTMP,PMP,Payment matching temp table,ACC,General accounts,GAC,"[GAC]GAC0="""";ACC",PAYMTCTMP___ACC___General accounts
PAYMTCTMP,PMP,Payment matching temp table,ACCNUM,Internal number,UNQ,,PAYMTCTMP___ACCNUM___Internal number
PAYMTCTMP,PMP,Payment matching temp table,AMTIPTCUR,Amount in currency,MD1,,PAYMTCTMP___AMTIPTCUR___Amount in currency
PAYMTCTMP,PMP,Payment matching temp table,AMTIPTLED,Amount in currency,MD1,,PAYMTCTMP___AMTIPTLED___Amount in currency
PAYMTCTMP,PMP,Payment matching temp table,AUUID,Single identifier,AUUID,,PAYMTCTMP___AUUID___Single identifier
PAYMTCTMP,PMP,Payment matching temp table,BPR,BP,BPR,[BPR]BPR0=[PMP]BPR,PAYMTCTMP___BPR___BP
PAYMTCTMP,PMP,Payment matching temp table,CREDATTIM,Date time,ADATIM,,PAYMTCTMP___CREDATTIM___Date time
PAYMTCTMP,PMP,Payment matching temp table,CREUSR,User,AUS,[AUS]CODUSR=[PMP]CREUSR,PAYMTCTMP___CREUSR___User
PAYMTCTMP,PMP,Payment matching temp table,CUR,Currency,CUR,[TCU]TCU0=[PMP]CUR,PAYMTCTMP___CUR___Currency
PAYMTCTMP,PMP,Payment matching temp table,DUDLIG,Due date number,C,,PAYMTCTMP___DUDLIG___Due date number
PAYMTCTMP,PMP,Payment matching temp table,FCY,Site,FCY,[FCY]FCY0=[PMP]FCY,PAYMTCTMP___FCY___Site
PAYMTCTMP,PMP,Payment matching temp table,INVMTC,Invoice matching,M,,PAYMTCTMP___INVMTC___Invoice matching
PAYMTCTMP,PMP,Payment matching temp table,LEDTYP,Ledger type,M,,PAYMTCTMP___LEDTYP___Ledger type
PAYMTCTMP,PMP,Payment matching temp table,NUM,Payment no.,VCR,,PAYMTCTMP___NUM___Payment no.
PAYMTCTMP,PMP,Payment matching temp table,NUMORD,Order no.,C,,PAYMTCTMP___NUMORD___Order no.
PAYMTCTMP,PMP,Payment matching temp table,OCC1,Occurrence,C,,PAYMTCTMP___OCC1___Occurrence
PAYMTCTMP,PMP,Payment matching temp table,OCC2,Occurrence,C,,PAYMTCTMP___OCC2___Occurrence
